Geo Point,Geo Shape,codeunique,nom_long,nom_so_gar,nom_su_gar,id_ref_ZdC,nom_ZdC,id_ref_ZdA,nom_ZdA,idrefliga,idrefligc,res_com,mode_,train,rer,metro,tramway,val,tertrain,terrer,termetro,tertram,terval,exploitant,idf,principal,x,y
"48.79882265203483, 2.3815109717362275","{""coordinates"": [2.381510971736227, 48.79882265203483], ""type"": ""Point""}",117077,Beethoven - Concorde,,VITRY-SUR-SEINE,70273,Beethoven - Concorde,478994,Beethoven - Concorde,A02371,C02317,TRAM 9,TRAMWAY,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,654569.2895,6855593.8252
"48.790428593588366, 2.3882351403366826","{""coordinates"": [2.388235140336683, 48.790428593588366], ""type"": ""Point""}",117079,Mairie de Vitry,,VITRY-SUR-SEINE,70169,Mairie de Vitry-sur-Seine,479022,Mairie de Vitry-sur-Seine,A02371,C02317,TRAM 9,TRAMWAY,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,655055.9681,6854656.6796
"48.783005384563296, 2.3938382703419396","{""coordinates"": [2.39383827034194, 48.783005384563296], ""type"": ""Point""}",117081,Constant Coquelin,,VITRY-SUR-SEINE,70027,Constant Coquelin,479019,Constant Coquelin,A02371,C02317,TRAM 9,TRAMWAY,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,655461.2646,6853828.1568
"48.77298814269935, 2.3993596186120874","{""coordinates"": [2.399359618612087, 48.77298814269935], ""type"": ""Point""}",117083,Trois communes,,VITRY-SUR-SEINE – THIAIS – CHOISY-LE-ROI,69939,Trois Communes,479026,Trois Communes,A02371,C02317,TRAM 9,TRAMWAY,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,655858.4748,6852711.2993
"48.75210595274305, 2.416948755609277","{""coordinates"": [2.416948755609277, 48.75210595274305], ""type"": ""Point""}",117088,Christophe Colomb,,CHOISY-LE-ROI - ORLY,69719,Christophe Colomb,479016,Christophe Colomb,A02371,C02317,TRAM 9,TRAMWAY,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,657133.9464,6850379.8719
"48.74499563732309, 2.4083182947704547","{""coordinates"": [2.408318294770455, 48.74499563732309], ""type"": ""Point""}",117089,Orly - Gaston Viens,,,69656,Orly - Gaston Viens,479023,Orly - Gaston Viens,A02371,C02317,TRAM 9,TRAMWAY,0,0,0,1,0,0,0,0,T9,0,KEOLIS,1,0,656493.5211,6849594.0578
"48.833314270546786, 2.2768549764108","{""coordinates"": [2.2768549764108, 48.833314270546786], ""type"": ""Point""}",1502,Suzanne Lenglen,,,71042,Suzanne Lenglen,44917,Suzanne Lenglen,A01192,C01390,TRAM 2,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,646917.1728,6859494.1291
"48.95316824583038, 2.315403612112167","{""coordinates"": [2.315403612112167, 48.95316824583038], ""type"": ""Point""}",117069,Rose Bertin,Centre Commercial l’Ilo,,72376,Rose Bertin (Centre Commercial l'Ilo),415806,Rose Bertin (Centre Commercial l'Ilo),A02150,C01795,TRAM 8,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,1,649862.3296,6872796.014
"48.937509895507496, 2.3504000185400646","{""coordinates"": [2.350400018540065, 48.937509895507496], ""type"": ""Point""}",1001,Théâtre Gérard Philipe,,,72327,Théâtre Gérard Philippe / Eglise Neuve,44937,Théâtre Gérard Philipe,A01191,C01389,TRAM 1,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,0,652410.9714,6871033.1479
"48.95473074754637, 2.3917951396342723","{""coordinates"": [2.391795139634272, 48.95473074754637], ""type"": ""Point""}",521,Stains La Cerisaie,,,426083,Stains la Cerisaie,462931,Stains la Cerisaie,A02225,C01999,TRAM 11,TRAMWAY,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,655458.2238,6872923.9677
"48.832736700820156, 2.4003104030250766","{""coordinates"": [2.400310403025077, 48.832736700820156], ""type"": ""Point""}",108075,Porte de Charenton,,,71579,Porte de Charenton,473680,Porte de Charenton,A01541 / A01193,C01378 / C01391,METRO 8 / TRAM 3a,METRO / TRAMWAY,0,0,1,1,0,0,0,0,0,0,RATP,1,0,655978.8011,6859354.0002
"48.84084437122463, 2.549900487641345","{""coordinates"": [2.549900487641345, 48.84084437122463], ""type"": ""Point""}",420,Noisy-le-Grand-Mont d'Est,,,479919,Noisy-le-Grand Mont d'Est,42613,Cimetière,A01856,C01742,RER A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,666964.7068,6860182.5075
"49.01768620871566, 2.0901816209910136","{""coordinates"": [2.090181620991014, 49.01768620871566], ""type"": ""Point""}",247,Éragny - Neuville,,,66484,Éragny - Neuville,43079,Éragny - Neuville,A01852,C01739,TRAIN J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,633451.093,6880136.9938
"48.95810052145, 2.328463877708283","{""coordinates"": [2.328463877708283, 48.95810052145], ""type"": ""Point""}",427,Épinay - Villetaneuse,,,65227,Épinay - Villetaneuse,43078,Épinay - Villetaneuse,A01849 / A02225,C01737 / C01999,TRAIN H / TRAM 11,TRAIN / TRAMWAY,1,0,0,1,0,0,0,0,0,0,SNCF,1,0,650823.4634,6873336.2748
"48.953495202445616, 2.3023468035919636","{""coordinates"": [2.302346803591964, 48.953495202445616], ""type"": ""Point""}",426,Épinay-sur-Seine,,,72383,Épinay-sur-Seine,43077,Épinay-sur-Seine,A01840 / A02150 / A02225,C0127 / C01795 / C01999,RER C / TRAM 8 / TRAM 11,RER / TRAMWAY,0,1,0,1,0,0,0,0,1,0,SNCF,1,0,648906.4362,6872840.7413
"48.44806161422078, 1.480196791448219","{""coordinates"": [1.480196791448219, 48.44806161422078], ""type"": ""Point""}",474,Chartres,,,411508,Chartres,411507,Chartres,A02172,C01744,TER,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,0,0,587619.0936,6817502.353
"48.28627700877569, 3.2017673450549204","{""coordinates"": [3.20176734505492, 48.28627700877569], ""type"": ""Point""}",489,Pont-sur-Yonne,,,411459,Pont-sur-Yonne,411458,Pont-sur-Yonne,A02171,C01745,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,714966.4154,6798457.5328
"48.13757876857079, 3.2903157842137007","{""coordinates"": [3.290315784213701, 48.13757876857079], ""type"": ""Point""}",490,Étigny-Veron,,,411456,Étigny - Véron,411455,Étigny - Véron,A02171,C01745,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,721595.3722,6781952.1143
"49.282587235456255, 1.8182711456225622","{""coordinates"": [1.818271145622562, 49.282587235456255], ""type"": ""Point""}",507,Trie-Chateau,,,411339,Trie-Château,411338,Trie-Château,A01852,C01739,TRAIN J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,614004.3745,6909860.9929
"49.20229110432138, 1.9206110857457552","{""coordinates"": [1.920611085745755, 49.20229110432138], ""type"": ""Point""}",510,Lavilletertre,,,411349,Lavilletertre,411348,Lavilletertre,A01852,C01739,TRAIN J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,621329.1801,6900823.353
"48.487372228277536, 2.7504822570209737","{""coordinates"": [2.750482257020974, 48.487372228277536], ""type"": ""Point""}",55,Fontaine-le-Port,,,61767,Fontaine-le-Port,43123,Fontaine-le-Port,A01845,C01731,TRAIN R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,681562.2647,6820819.6626
"48.875933151442425, 2.3257279613877024","{""coordinates"": [2.325727961387702, 48.875933151442425], ""type"": ""Point""}",329,Saint-Lazare,,,71370,Gare Saint-Lazare,58566,Gare Saint-Lazare,A01852 / A02176 / A01843 / A01536 / A01545 / A01546 / A01547,C01739 / C01740 / C01729 / C01373 / C01382 / C01383 / C01384,TRAIN J / TRAIN L / RER E / METRO 3 / METRO 12 / METRO 13 / METRO 14,TRAIN / RER / METRO,1,1,1,0,0,1,1,0,0,0,RATP/SNCF,1,1,650545.0952,6864201.2102
"47.97372113746757, 3.3933081022992417","{""coordinates"": [3.393308102299242, 47.97372113746757], ""type"": ""Point""}",494,Joigny,,,411468,Joigny,411467,Joigny,A02171,C01745,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,729347.1803,6763776.6395
"48.99188915932341, 3.364379893535807","{""coordinates"": [3.364379893535807, 48.99188915932341], ""type"": ""Point""}",518,Chézy-sur-Marne,,,411382,Chézy-sur-Marne,411381,Chézy-sur-Marne,A01844,C01730,TRAIN P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,726666.398,6876946.2272
"48.48258219543916, 1.5243595289461647","{""coordinates"": [1.524359528946165, 48.48258219543916], ""type"": ""Point""}",479,La Villette-Saint-Prest,,,411505,La Villette Saint-Prest,411504,La Villette Saint-Prest,A02172,C01744,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,590956.0,6821277.0
"48.85190531802241, 2.3979973148307456","{""coordinates"": [2.397997314830746, 48.85190531802241], ""type"": ""Point""}",102035,Avron,,,71697,Buzenval / Avron,42271,Avron,A01535,C01372,METRO 2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655825.258,6861486.6576
"48.88233342277264, 2.321801731063168","{""coordinates"": [2.321801731063168, 48.88233342277264], ""type"": ""Point""}",102067,Rome,,,71408,Rome,44662,Rome,A01535,C01372,METRO 2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650263.243,6864915.3429
"48.87932978774786, 2.3040703912187595","{""coordinates"": [2.304070391218759, 48.87932978774786], ""type"": ""Point""}",102073,Courcelles,,,71376,Courcelles,42771,Courcelles,A01535,C01372,METRO 2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648959.9764,6864592.6739
"48.88373439720279, 2.349525203221073","{""coordinates"": [2.349525203221073, 48.88373439720279], ""type"": ""Point""}",104037,Barbès-Rochechouart,,,71426,Barbès Rochechouart,42280,Barbès Rochechouart,A01535 / A01537,C01372 / C01374,METRO 2 / METRO 4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652297.6246,6865054.0172
"48.8931499848255, 2.4127630445476265","{""coordinates"": [2.412763044547626, 48.8931499848255], ""type"": ""Point""}",105043,Église de Pantin,,,72024,Église de Pantin,42949,Église de Pantin,A01538,C01375,METRO 5,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,656942.8491,6866064.6389
"48.884970561831835, 2.3787169232246446","{""coordinates"": [2.378716923224645, 48.884970561831835], ""type"": ""Point""}",105051,Laumière,,,71957,Laumière,45581,Laumière,A01538,C01375,METRO 5,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654439.427,6865174.2323
"48.87209702899727, 2.408620055176989","{""coordinates"": [2.408620055176989, 48.87209702899727], ""type"": ""Point""}",1601,Adrienne Bolland,,,73669,Adrienne Bolland,58502,Adrienne Bolland,A01757,C01679,TRAM 3b,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,1,656621.5514,6863725.9328
"48.935767269300655, 2.339571144951486","{""coordinates"": [2.339571144951486, 48.935767269300655], ""type"": ""Point""}",1026,L'Ile-Saint-Denis,,,72319,L'Ile-Saint-Denis (Mairie),46331,L'Île Saint-Denis,A01191,C01389,TRAM 1,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RATP,1,1,651616.0568,6870845.9499
"48.81564572798854, 2.078833468689222","{""coordinates"": [2.078833468689222, 48.81564572798854], ""type"": ""Point""}",117101,Allée Royale,Château de Versailles,,64049,Allée Royale,480935,Allée Royale,A02373,C02344,TRAM 13,TRAMWAY,0,0,0,1,0,0,0,0,0,0,Transkeo,1,0,632358.9739,6857681.012
"48.8947371484425, 2.069974306780277","{""coordinates"": [2.069974306780277, 48.8947371484425], ""type"": ""Point""}",117096,Fourqueux - Bel Air,,,64566,Fourqueux - Bel Air,480941,Fourqueux - Bel Air,A02373,C02344,TRAM 13,TRAMWAY,0,0,0,1,0,0,0,0,0,0,Transkeo,1,0,631812.0584,6866482.5886
"48.76556476353476, 2.2595761148665066","{""coordinates"": [2.259576114866507, 48.76556476353476], ""type"": ""Point""}",1824,Cité-Jardin,,CHATENAY-MALABRY,425730,Cité-Jardin,486825,Cité-Jardin,A02527,C02528,TRAM 10,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RD Bièvre,1,0,645578.2105,6851973.1909
"48.762547276993935, 2.2820166881372703","{""coordinates"": [2.28201668813727, 48.762547276993935], ""type"": ""Point""}",1821,Petit-Châtenay,,,69814,Petit Châtenay,486831,Petit Châtenay,A02527,C02528,TRAM 10,TRAMWAY,0,0,0,1,0,0,0,0,0,0,RD Bièvre,1,0,647224.5151,6851622.4709
"48.875208264532674, 2.6375907212580154","{""coordinates"": [2.637590721258015, 48.875208264532674], ""type"": ""Point""}",2,Vaires-Torcy,,,68419,Vaires - Torcy,43211,Vaires - Torcy,A01844,C01730,TRAIN P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,673418.2649,6863970.4528
"48.746452319769574, 2.727229371429766","{""coordinates"": [2.727229371429766, 48.746452319769574], ""type"": ""Point""}",12,Gretz-Armainvilliers,,,67658,Gretz-Armainvilliers,43131,Gretz-Armainvilliers,A01843,C01729,RER E,RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,1,679943.5306,6849627.6575
"48.998415392267766, 3.0079530557497183","{""coordinates"": [3.007953055749718, 48.998415392267766], ""type"": ""Point""}",17,Isles - Armentières - Congis,,,69162,Isles - Armentières - Congis,47484,Isles - Armentières - Congis,A01844,C01730,TRAIN P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,700581.9571,6877610.5064
"49.02175726860273, 3.031758445837327","{""coordinates"": [3.031758445837327, 49.02175726860273], ""type"": ""Point""}",18,Lizy-sur-Ourcq,,,69237,Lizy-sur-Ourcq,47486,Lizy-sur-Ourcq,A01844,C01730,TRAIN P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,702322.8492,6880206.813
"48.95916406212835, 3.026111295651662","{""coordinates"": [3.026111295651662, 48.95916406212835], ""type"": ""Point""}",19,Changis-Saint-Jean,,,68980,Changis - Saint-Jean,47928,Changis - Saint-Jean,A01844,C01730,TRAIN P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,701912.112,6873245.7503
"48.88268104393833, 2.854315927832515","{""coordinates"": [2.854315927832515, 48.88268104393833], ""type"": ""Point""}",23,Couilly - Saint-Germain - Quincy,,,68505,Couilly - Saint-Germain - Quincy,47327,Couilly - Saint-Germain - Quincy,A01844,C01730,TRAIN P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,689315.9711,6864750.2609
"48.81077531994683, 2.9537303844644422","{""coordinates"": [2.953730384464442, 48.81077531994683], ""type"": ""Point""}",28,Guérard - La Celle-sur-Morin,,,67924,Guérard - La Celle-sur-Morin,47205,Guérard - La Celle-sur-Morin,A01844,C01730,TRAIN P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,696602.0396,6856745.913
"48.98297976224458, 1.8089078259803573","{""coordinates"": [1.808907825980357, 48.98297976224458], ""type"": ""Point""}",118,Gargenville,,,65732,Gargenville,43129,Gargenville,A01852,C01739,TRAIN J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,612820.4042,6876551.4331
"48.99224128036608, 1.8451344448687075","{""coordinates"": [1.845134444868707, 48.99224128036608], ""type"": ""Point""}",119,Juziers,,,65988,Juziers,43137,Juziers,A01852,C01739,TRAIN J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,615486.8098,6877541.8936
"49.00576253588221, 1.9017819785810444","{""coordinates"": [1.901781978581044, 49.00576253588221], ""type"": ""Point""}",120,Meulan-Hardricourt,,,66321,Meulan - Hardricourt,46897,Meulan - Hardricourt,A01852,C01739,TRAIN J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,619652.9213,6878986.2993
"49.00670027590875, 1.9192371117500722","{""coordinates"": [1.919237111750072, 49.00670027590875], ""type"": ""Point""}",121,Thun-Le-Paradis,,,66334,Thun le Paradis,46902,Thun le Paradis,A01852,C01739,TRAIN J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,620931.3088,6879072.9559
"49.03531130848663, 2.2102465210433824","{""coordinates"": [2.210246521043382, 49.03531130848663], ""type"": ""Point""}",239,Bessancourt,,,66672,Bessancourt,43090,Bessancourt,A01849,C01737,TRAIN H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,642252.5611,6882002.5147
"49.045430253303934, 2.1970876783182622","{""coordinates"": [2.197087678318262, 49.045430253303934], ""type"": ""Point""}",240,Frépillon,,,66798,Frépillon,47580,Gare Frépillon,A01849,C01737,TRAIN H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,641301.8512,6883137.5286
"48.966326543908124, 2.3165820711557","{""coordinates"": [2.3165820711557, 48.966326543908124], ""type"": ""Point""}",244,La Barre-Ormesson,,,65360,La Barre Ormesson,46470,La Barre Ormesson,A01849,C01737,TRAIN H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,649961.2985,6874258.4871
"48.22954993921472, 2.7039360516000706","{""coordinates"": [2.703936051600071, 48.22954993921472], ""type"": ""Point""}",70,Bagneaux-sur-Loing,,,61145,Bagneaux-sur-Loing,47119,Bagneaux-sur-Loing,A01845,C01731,TRAIN R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,678015.3718,6792174.9016
"48.79652818020231, 2.1523786548084307","{""coordinates"": [2.152378654808431, 48.79652818020231], ""type"": ""Point""}",74,Porchefontaine,,,63886,Porchefontaine,43183,Porchefontaine,A01840,C01727,RER C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,637736.3443,6855494.9687
"48.890086234609655, 2.1346008738650135","{""coordinates"": [2.134600873865014, 48.890086234609655], ""type"": ""Point""}",97,Le Vésinet-Centre,,,64514,Le Vésinet Centre,53784,Le Vésinet Centre,A01856,C01742,RER A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,636544.5064,6865911.5752
"48.5554261036265, 3.30179647607817","{""coordinates"": [3.30179647607817, 48.5554261036265], ""type"": ""Point""}",42,Provins,,,62139,Provins,47181,Provins,A01844,C01730,TRAIN P,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,1,1,722271.8619,6828398.1959
"48.37864211887231, 2.896381781167699","{""coordinates"": [2.896381781167699, 48.37864211887231], ""type"": ""Point""}",64,La Grande Paroisse,,,61412,La Grande-Paroisse,43144,La Grande-Paroisse,A01845,C01731,TRAIN R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,692327.4185,6808709.5857
"48.955402243607395, 2.0935219029459176","{""coordinates"": [2.093521902945918, 48.955402243607395], ""type"": ""Point""}",138,Achères-Grand-Cormier,,,65190,Achères Grand Cormier,47915,Achères Grand Cormier,A01856,C01742,RER A,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,633615.8946,6873208.1444
"48.65897542200191, 2.4152068426978417","{""coordinates"": [2.415206842697842, 48.65897542200191], ""type"": ""Point""}",154,Ris-Orangis,,,60839,Ris-Orangis,47948,Ris-Orangis,A01842,C01728,RER D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,656929.2002,6840026.8223
"48.676381322569, 2.333249462599633","{""coordinates"": [2.333249462599633, 48.676381322569], ""type"": ""Point""}",161,Petit-Vaux,,,60985,Petit Vaux,47945,Petit Vaux,A01840,C01727,RER C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,650909.4038,6842009.7213
"48.636351367052484, 2.4077962834494584","{""coordinates"": [2.407796283449458, 48.636351367052484], ""type"": ""Point""}",166,Orangis-Bois de l'Epine,,,60542,Orangis Bois de l'Épine,48489,Orangis Bois de l'Épine,A01842,C01728,RER D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,656364.5492,6837515.7346
"48.493644577551464, 2.1945816991721148","{""coordinates"": [2.194581699172115, 48.493644577551464], ""type"": ""Point""}",189,Étréchy,,,59678,Étréchy,43081,Étréchy,A01840,C01727,RER C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,640492.8805,6821791.2596
"48.834288897056226, 2.4716812412178526","{""coordinates"": [2.471681241217853, 48.834288897056226], ""type"": ""Point""}",343,Nogent-sur-Marne,,,71590,Nogent-sur-Marne,47886,Nogent-sur-Marne,A01856,C01742,RER A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,661218.9659,6859489.168
"48.83934194094366, 2.494188055319933","{""coordinates"": [2.494188055319933, 48.83934194094366], ""type"": ""Point""}",354,Nogent-le-Perreux,,,71609,Nogent - Le Perreux,46552,Nogent - Le Perreux,A01843,C01729,RER E,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,662874.6459,6860040.2014
"48.854353096295576, 2.489137306418753","{""coordinates"": [2.489137306418753, 48.854353096295576], ""type"": ""Point""}",355,Val de Fontenay,,,71718,Val de Fontenay,47900,Val de Fontenay,A01856 / A01843,C01742 / C01729,RER A / RER E,RER,0,1,0,0,0,0,0,0,0,0,RATP/SNCF,1,1,662514.7373,6861711.704
"48.88252792360069, 2.481213457683428","{""coordinates"": [2.481213457683428, 48.88252792360069], ""type"": ""Point""}",359,Rosny-Bois-Perrier,,,426280,Rosny Bois Perrier,42356,Rosny Bois Perrier,A01843,C01729,RER E,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,661953.9055,6864848.361
"48.888865741372086, 2.513157532747811","{""coordinates"": [2.513157532747811, 48.888865741372086], ""type"": ""Point""}",365,Le Raincy - Villemomble - Montfermeil,,,73297,Le Raincy - Villemomble - Montfermeil,47901,Le Raincy - Villemomble - Montfermeil,A01843,C01729,RER E,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,664300.8931,6865538.1823
"48.80020939920852, 2.4027128171609338","{""coordinates"": [2.402712817160934, 48.80020939920852], ""type"": ""Point""}",368,Vitry-sur-Seine,,,70313,Vitry-sur-Seine,46375,Vitry-sur-Seine,A01840,C01727,RER C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,656127.7934,6855736.023
"48.78222618259531, 2.409590234985702","{""coordinates"": [2.409590234985702, 48.78222618259531], ""type"": ""Point""}",369,Les Ardoines,,,70064,Les Ardoines,43227,Les Ardoines,A01840,C01727,RER C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,656617.9966,6853732.7521
"48.89811230443999, 2.400361701805578","{""coordinates"": [2.400361701805578, 48.89811230443999], ""type"": ""Point""}",374,Pantin,,,72421,Pantin,43176,Pantin,A01843,C01729,RER E,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,656037.7705,6866623.2614
"48.871714185708086, 2.221029547771897","{""coordinates"": [2.221029547771897, 48.871714185708086], ""type"": ""Point""}",378,Suresnes-Mont-Valérien,,,70829,Suresnes Mont Valérien,43205,Suresnes Mont Valérien,A02176 / A01855,C01740 / C01727,TRAIN L / RER C,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,642861.5289,6863802.7622
"48.836643315318085, 2.1526974030301176","{""coordinates"": [2.152697403030118, 48.836643315318085], ""type"": ""Point""}",385,Vaucresson,,,70705,Vaucresson,43216,Vaucresson,A02176,C01740,TRAIN L,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,637807.6193,6859954.9041
"48.89574531116352, 2.223212967029376","{""coordinates"": [2.223212967029376, 48.89574531116352], ""type"": ""Point""}",389,Nanterre-Préfecture,,,70945,Nanterre Préfecture / Esplanade Charles De Gaulle,43169,Nanterre Préfecture,A01856,C01742,RER A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,643047.9675,6866473.2621
"48.909632933091004, 2.2396841171144795","{""coordinates"": [2.239684117114479, 48.909632933091004], ""type"": ""Point""}",391,La Garenne-Colombes,,,72148,La Garenne-Colombes,47412,La Garenne-Colombes,A02176,C01740,TRAIN L,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,644270.4218,6868005.7355
"48.94418106413644, 2.5664480156053133","{""coordinates"": [2.566448015605313, 48.94418106413644], ""type"": ""Point""}",411,Vert-Galant,,,73482,Vert Galant,46222,Vert Galant,A01857,C01743,RER B,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,668242.3007,6871666.4392
"48.73983069760867, 2.4263998218444245","{""coordinates"": [2.426399821844424, 48.73983069760867], ""type"": ""Point""}",424,Villeneuve-le-Roi,,,69625,Villeneuve-le-Roi,46307,Villeneuve-le-Roi,A01840,C01727,RER C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,657818.8643,6849010.005
"48.725535304832114, 2.4195650257373917","{""coordinates"": [2.419565025737392, 48.725535304832114], ""type"": ""Point""}",425,Ablon,,,69554,Ablon,46387,Ablon,A01840,C01727,RER C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,657304.5761,6847424.3179
"48.869950134005364, 2.7822267234490363","{""coordinates"": [2.782226723449036, 48.869950134005364], ""type"": ""Point""}",440,Marne-la-Vallée-Chessy,,,68385,Marne-la-Vallée Chessy,43239,Marne-la-Vallée Chessy,A01856,C01742,RER A,RER,0,1,0,0,0,0,1,0,0,0,RATP,1,1,684025.274,6863346.7947
"48.88077520385858, 2.358732959087859","{""coordinates"": [2.358732959087859, 48.88077520385858], ""type"": ""Point""}",452,Magenta,,,478733,Gare du Nord,58572,Magenta,A01843,C01729,RER E,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,652970.1854,6864719.4497
"49.04516945934257, 2.322917846227108","{""coordinates"": [2.322917846227108, 49.04516945934257], ""type"": ""Point""}",253,Bouffémont-Moisselles,,,66795,Bouffémont - Moisselles,47517,Bouffémont - Moisselles,A01849,C01737,TRAIN H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,650500.3654,6883022.3168
"48.99377714687131, 2.4161874916497164","{""coordinates"": [2.416187491649716, 48.99377714687131], ""type"": ""Point""}",256,Villiers-le-Bel-Gonesse-Arnouville,,,66009,Villiers-le-Bel - Gonesse - Arnouville,43222,Villiers-le-Bel - Gonesse - Arnouville,A01842,C01728,RER D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,657276.6644,6877252.6001
"49.03318276720436, 2.478033366491635","{""coordinates"": [2.478033366491635, 49.03318276720436], ""type"": ""Point""}",258,Les Noues,,,66650,Les Noues,47968,Les Noues,A01842,C01728,RER D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,661831.4374,6881603.1593
"49.09840026424802, 2.3612705565770478","{""coordinates"": [2.361270556577048, 49.09840026424802], ""type"": ""Point""}",264,Belloy-Saint-Martin,,,67126,Belloy - Saint-Martin,47524,Belloy - Saint-Martin,A01849,C01737,TRAIN H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,653352.0528,6888918.9527
"49.117132130543354, 2.4201070341714446","{""coordinates"": [2.420107034171445, 49.117132130543354], ""type"": ""Point""}",267,Luzarches,,,67177,Luzarches,47528,Luzarches,A01849,C01737,TRAIN H,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,1,1,657664.2411,6890969.1213
"48.79333629531687, 2.3222016363925317","{""coordinates"": [2.322201636392532, 48.79333629531687], ""type"": ""Point""}",310,Bagneux,,,70210,Bagneux,44493,Bagneux,A01857,C01743,RER B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,650207.6268,6855019.5845
